label,contour_area,perimeter,texture_0,texture_1,texture_2,texture_3,texture_4,texture_5,texture_6,texture_7,texture_8,vein_structure,size,hue,saturation,value
Betel (32),49729.0,892.0,0,0,0,171,0,1214,0,171,48620,15.82569355867347,50176,0.0,0.0,160.8742227359694
Betel (33),49729.0,892.0,0,1,0,286,0,1128,0,287,48474,18.40232382015306,50176,0.0,0.0,161.3621053890306
Betel (34),49729.0,892.0,0,1,0,151,0,1072,0,152,48800,11.241629464285714,50176,0.0,0.0,213.02176339285714
Betel (35),49729.0,892.0,0,0,0,144,0,1086,0,144,48802,11.338189572704081,50176,0.0,0.0,209.0526347257653
Betel (36),49729.0,892.0,0,0,0,227,0,1172,0,227,48550,17.279177295918366,50176,0.0,0.0,144.4793327487245
Betel (37),49729.0,892.0,0,0,0,178,0,1104,0,178,48716,13.442183514030612,50176,0.0,0.0,188.9681321747449
Betel (38),49729.0,892.0,0,0,0,212,0,1148,0,212,48604,16.059470663265305,50176,0.0,0.0,160.2491230867347
Betel (39),49729.0,892.0,0,0,0,158,0,1146,0,158,48714,13.498086734693878,50176,0.0,0.0,190.7570352359694
Betel (40),49729.0,892.0,0,0,0,217,0,1096,0,217,48646,14.905831473214286,50176,0.0,0.0,175.21085778061226
Betel (41),43923.5,918.0416301488876,0,2,0,154,0,1045,0,153,48822,18.224449936224488,50176,0.0,0.0,179.3781887755102
Betel (42),32075.0,1779.5188937187195,0,6,0,324,0,1307,0,331,48208,30.817920918367346,50176,0.0,0.0,167.16587611607142
Betel (43),49729.0,892.0,0,0,0,200,0,1166,0,200,48610,15.835857780612244,50176,0.0,0.0,164.28940130739795
Betel (44),49729.0,892.0,0,3,0,491,0,1851,0,519,47312,45.69325972576531,50176,0.0,0.0,142.25845025510205
Bhanga (1),49729.0,892.0,0,23,0,462,0,1669,0,456,47566,39.564233896683675,50176,0.0,0.0,198.0905213647959
Bhanga (1),49729.0,892.0,0,11,0,614,0,1782,0,593,47176,48.849250637755105,50176,0.0,0.0,190.61473612882654
Bhanga (11),49729.0,892.0,0,11,0,482,0,1527,0,472,47684,35.645926339285715,50176,0.0,0.0,198.08543925382654
Bhanga (12),49729.0,892.0,0,10,0,480,0,1615,0,469,47602,39.203404017857146,50176,0.0,0.0,207.22307477678572
Bhanga (13),1.5,5.414213538169861,0,51,0,1788,0,3090,0,1969,43278,137.62356505102042,50176,0.0,0.0,139.21934789540816
Bhanga (14),23572.0,2120.670256257057,0,9,0,632,0,1353,0,640,47542,53.65184550382653,50176,0.0,0.0,122.53477758290816
Bhanga (15),38.5,35.41421353816986,0,1,0,9,0,31,0,1,50134,0.706413424744898,50176,0.0,0.0,0.3252551020408163
Bhanga (16),42.5,37.071067690849304,0,22,0,715,0,1713,0,744,46982,63.05375079719388,50176,0.0,0.0,129.57858338647958
Bhanga (17),23572.0,2120.670256257057,0,9,0,632,0,1353,0,640,47542,53.65184550382653,50176,0.0,0.0,122.53477758290816
Bhanga (18),3182.5,481.2132030725479,0,5,0,77,0,677,0,141,49276,12.822165975765307,50176,0.0,0.0,16.00356744260204
Bhanga (19),49729.0,892.0,0,11,0,459,0,1504,0,458,47744,35.950852997448976,50176,0.0,0.0,201.44979671556123
Bhanga (20),1.5,5.414213538169861,0,51,0,1788,0,3090,0,1969,43278,137.62356505102042,50176,0.0,0.0,139.21934789540816
Bhanga (21),0.0,4.0,1,60,0,1145,0,1805,0,1074,46091,81.43574617346938,50176,0.0,0.0,88.49479830994898
Bhanga (22),476.0,137.94112491607666,0,24,0,814,0,1497,0,800,47041,66.26056281887755,50176,0.0,0.0,114.94718590561224
Bhanga (23),0.0,0.0,1,75,0,1473,0,2590,0,1457,44580,113.2650071747449,50176,0.0,0.0,94.54759247448979
Bhanga (24),444.0,184.3675308227539,0,46,0,902,0,2042,0,1009,46177,70.80397002551021,50176,0.0,0.0,99.6957708864796
Bhanga (25),5.5,9.41421353816986,0,46,0,1538,0,2749,0,1594,44249,116.11607142857143,50176,0.0,0.0,133.13097895408163
Bhanga (26),50.0,41.79898953437805,0,32,0,1092,0,1858,0,1136,46058,84.24615353954081,50176,0.0,0.0,123.46988600127551
Bhanga (27),49729.0,892.0,0,7,0,377,0,1525,0,385,47882,32.74404097576531,50176,0.0,0.0,212.4983059630102
Bhanga (28),49729.0,892.0,0,16,0,482,0,1580,0,487,47611,38.954380580357146,50176,0.0,0.0,200.87551817602042
Bhanga (29),49729.0,892.0,0,4,0,314,0,1398,0,316,48144,27.11814413265306,50176,0.0,0.0,197.02836017219389
Bhanga (30),5279.5,628.9188265800476,0,17,0,438,0,1540,0,429,47752,35.72724011479592,50176,0.0,0.0,143.89997209821428
Bhanga (31),33.5,24.242640614509583,0,54,0,1270,0,2142,0,1352,45358,99.39592633928571,50176,0.0,0.0,116.27361686862245
Bhanga (32),47.5,37.071067571640015,0,18,0,718,0,1691,0,751,46998,62.662428252551024,50176,0.0,0.0,129.8225247130102
Bhanga (33),27295.5,2210.0945748090744,0,17,0,441,0,1537,0,433,47748,35.73232222576531,50176,0.0,0.0,143.84406887755102
Bhanga (34),49729.0,892.0,0,21,0,398,0,1710,0,427,47620,35.37149234693877,50176,0.0,0.0,191.8700175382653
Bhanga (35),49729.0,892.0,0,16,0,568,0,1666,0,568,47358,41.942661830357146,50176,0.0,0.0,192.40363919005102
Bhanga (36),49729.0,892.0,0,3,0,324,0,1459,0,324,48066,28.495396205357142,50176,0.0,0.0,203.7469108737245
Bhanga (37),49729.0,892.0,0,11,0,459,0,1504,0,458,47744,35.950852997448976,50176,0.0,0.0,201.44979671556123
Bhanga (38),49729.0,892.0,0,17,0,360,0,1465,0,366,47968,30.81283880739796,50176,0.0,0.0,196.95721061862244
Bhanga (39),49729.0,892.0,0,29,0,580,0,1727,0,576,47264,46.93329480229592,50176,0.0,0.0,184.06389508928572
Bhanga (40),34612.5,2444.520980834961,0,21,0,463,0,1748,0,459,47485,41.74954161352041,50176,0.0,0.0,181.59398915816325
Bhanga (41),49729.0,892.0,0,13,0,561,0,1680,0,560,47362,44.38207509566327,50176,0.0,0.0,184.9837571747449
Bhanga (42),4077.5,360.9533175230026,0,17,0,435,0,1616,0,432,47676,36.997767857142854,50176,0.0,0.0,150.0442442602041
Bhanga (43),49729.0,892.0,0,17,0,394,0,1455,0,404,47906,30.462173150510203,50176,0.0,0.0,180.05410953443877
Bithua  (1),67.0,43.455843567848206,0,14,0,696,0,1626,0,810,47030,56.89931441326531,50176,0.0,0.0,171.66354432397958
Bithua  (10),34.5,26.727921724319458,0,34,0,1053,0,2334,0,1115,45640,87.81379544005102,50176,0.0,0.0,118.56056680484694
Bithua  (11),73.0,44.284271001815796,0,14,0,726,0,1836,0,940,46660,61.44272161989796,50176,0.0,0.0,170.77417490433675
Bithua  (12),2.5,7.414213538169861,0,22,0,893,0,1885,0,961,46415,72.09990832270408,50176,0.0,0.0,145.60756138392858
Bithua  (13),2.5,8.242640614509583,0,31,0,944,0,2052,0,1041,46108,73.28912228954081,50176,0.0,0.0,165.0974569515306
Bithua  (14),1.0,4.0,0,45,0,1032,0,1613,0,1017,46469,78.75747369260205,50176,0.0,0.0,107.87796954719387
Bithua  (15),69.0,48.97056233882904,0,44,0,668,0,1662,0,699,47103,56.40634964923469,50176,0.0,0.0,55.674525669642854
Bithua  (16),17.0,17.656854152679443,0,23,0,811,0,1765,0,843,46734,63.49081234056123,50176,0.0,0.0,136.5410754145408
Bithua  (17),2.5,7.414213538169861,1,24,0,672,0,1540,0,846,47093,57.07718829719388,50176,0.0,0.0,151.63494499362244
Bithua  (18),70.5,42.870057225227356,0,10,0,708,0,1695,0,853,46910,58.551000478316325,50176,0.0,0.0,170.99270567602042
Bithua  (19),0.0,0.0,2,57,0,1177,0,2368,0,1280,45292,92.34195631377551,50176,0.0,0.0,134.0914979272959
Bithua  (2),14.0,18.82842707633972,0,34,0,894,0,1571,0,937,46740,69.41147161989795,50176,0.0,0.0,110.63755580357143
Bithua  (20),1.0,4.0,0,45,0,1032,0,1613,0,1017,46469,78.75747369260205,50176,0.0,0.0,107.87796954719387
Bithua  (21),69.0,48.97056233882904,0,44,0,668,0,1662,0,699,47103,56.40634964923469,50176,0.0,0.0,55.674525669642854
Bithua  (22),6382.0,446.2497806549072,0,38,0,779,0,1883,0,887,46589,66.71795280612245,50176,0.0,0.0,150.14080436862244
Bithua  (23),8.5,14.242640614509583,0,72,0,1424,0,2597,0,1514,44569,107.58828922193878,50176,0.0,0.0,128.38936941964286
Bithua  (24),5.0,10.828427076339722,0,18,0,868,0,1803,0,921,46566,69.20818718112245,50176,0.0,0.0,145.2213209502551
Bithua  (25),2.5,7.414213538169861,0,59,0,1130,0,3023,0,1376,44588,105.02690529336735,50176,0.0,0.0,152.64120296556123
Bithua  (26),0.0,0.0,2,140,0,1766,0,3128,0,1697,43443,124.97927295918367,50176,0.0,0.0,95.07104990433673
Bithua  (27),0.5,3.414213538169861,0,31,0,799,0,1865,0,895,46586,63.541633450255105,50176,0.0,0.0,102.52142458545919
Bithua  (28),3.5,9.41421353816986,0,43,0,969,0,2028,0,1041,46095,78.75239158163265,50176,0.0,0.0,119.21107700892857
Bithua  (29),8.5,14.242640614509583,0,45,0,1081,0,1976,0,1079,45995,83.94630899234694,50176,0.0,0.0,125.009765625
Bithua  (3),1.5,5.414213538169861,0,36,0,721,0,1552,0,768,47099,56.27421476403061,50176,0.0,0.0,123.71890943877551
Bithua  (30),50.5,33.899494767189026,0,17,0,953,0,1946,0,1038,46222,73.99553571428571,50176,0.0,0.0,140.7744738520408
Bithua  (31),0.5,3.414213538169861,1,66,0,1058,0,2003,0,1100,45948,81.94395727040816,50176,0.0,0.0,105.39281728316327
Bithua  (32),3.0,10.828427076339722,2,38,0,1055,0,2155,0,1110,45816,85.69455516581633,50176,0.0,0.0,143.37651466836735
Bithua  (33),3.0,10.828427076339722,2,38,0,1055,0,2155,0,1110,45816,85.69455516581633,50176,0.0,0.0,143.37651466836735
Bithua  (34),9.0,12.828427076339722,0,21,0,641,0,1447,0,708,47359,50.80586336096939,50176,0.0,0.0,77.17693718112245
Bithua  (35),1.0,10.828427076339722,0,42,0,798,0,1820,0,815,46701,66.01153938137755,50176,0.0,0.0,124.93353396045919
Bithua  (4),7.0,10.828427076339722,0,74,0,1580,0,3210,0,1718,43594,125.33502072704081,50176,0.0,0.0,137.15092873086735
Bithua  (5),1.5,5.414213538169861,1,69,0,1561,0,3071,0,1822,43652,120.00896843112245,50176,0.0,0.0,155.29406489158163
Bithua  (6),14.5,16.242640614509583,0,71,0,1194,0,2692,0,1374,44845,98.71492346938776,50176,0.0,0.0,137.43044483418367
Bithua  (7),3.0,8.0,1,129,0,2008,0,4499,0,2535,41004,151.8636399872449,50176,0.0,0.0,158.69907924107142
Bithua  (8),1.0,4.0,3,46,0,794,0,1317,0,692,47324,62.94194435586735,50176,0.0,0.0,96.22977120535714
Bithua  (9),17.0,17.656854152679443,0,23,0,811,0,1765,0,843,46734,63.49081234056123,50176,0.0,0.0,136.5410754145408
Boerhavia diffusa (1),46.0,31.313708186149597,0,6,0,406,0,1074,0,394,48296,32.845683195153065,50176,0.0,0.0,152.26512675382654
Boerhavia diffusa (11),30.5,33.071067690849304,0,26,0,767,0,1496,0,771,47116,60.17727598852041,50176,0.0,0.0,159.01417012117346
Boerhavia diffusa (12),0.0,2.0,0,65,0,992,0,1821,0,977,46321,72.30827487244898,50176,0.0,0.0,84.0479512117347
Boerhavia diffusa (13),10.0,13.656854152679443,1,18,0,775,0,1860,0,817,46705,64.82232541454081,50176,0.0,0.0,159.2479472257653
Boerhavia diffusa (14),4.0,8.828427076339722,0,38,0,943,0,1938,0,991,46266,75.02212213010205,50176,0.0,0.0,162.27180325255102
Boerhavia diffusa (15),2.0,6.0,0,61,0,1057,0,2337,0,1115,45606,83.90565210459184,50176,0.0,0.0,124.05941087372449
Boerhavia diffusa (16),30.5,33.071067690849304,0,26,0,767,0,1496,0,771,47116,60.17727598852041,50176,0.0,0.0,159.01417012117346
Boerhavia diffusa (17),10.0,13.656854152679443,1,18,0,775,0,1860,0,817,46705,64.82232541454081,50176,0.0,0.0,159.2479472257653
Boerhavia diffusa (18),70.5,50.870057344436646,1,23,0,797,0,1423,0,781,47151,61.153041294642854,50176,0.0,0.0,132.11963887117346
Boerhavia diffusa (19),2.0,6.0,0,61,0,1057,0,2337,0,1115,45606,83.90565210459184,50176,0.0,0.0,124.05941087372449
Boerhavia diffusa (20),30.5,33.071067690849304,0,26,0,767,0,1496,0,771,47116,60.17727598852041,50176,0.0,0.0,159.01417012117346
Boerhavia diffusa (21),4.5,11.41421353816986,0,22,0,875,0,1749,0,910,46620,77.40055006377551,50176,0.0,0.0,97.68325494260205
Boerhavia diffusa (22),4.5,11.41421353816986,0,22,0,875,0,1749,0,910,46620,77.40055006377551,50176,0.0,0.0,97.68325494260205
Boerhavia diffusa (23),4.0,12.485281109809875,1,38,0,907,0,1782,0,893,46555,68.07487643494898,50176,0.0,0.0,148.18419164540816
Boerhavia diffusa (24),7.5,14.242640614509583,1,33,0,1080,0,2346,0,1113,45603,87.92051977040816,50176,0.0,0.0,150.3339245854592
Boerhavia diffusa (25),7.5,14.242640614509583,1,33,0,1080,0,2346,0,1113,45603,87.92051977040816,50176,0.0,0.0,150.3339245854592
Boerhavia diffusa (26),355.5,118.72792172431946,0,14,0,783,0,1477,0,800,47102,63.52130500637755,50176,0.0,0.0,146.22757892219389
Boerhavia diffusa (27),0.0,0.0,2,24,0,780,0,1676,0,878,46816,64.0396803252551,50176,0.0,0.0,121.1117865114796
Boerhavia diffusa (28),4036.5,302.55129635334015,0,3,0,109,0,204,0,94,49766,9.7119140625,50176,0.0,0.0,21.659956951530614
Boerhavia diffusa (29),7.5,14.242640614509583,1,33,0,1080,0,2346,0,1113,45603,87.92051977040816,50176,0.0,0.0,150.3339245854592
Boerhavia diffusa (30),15160.0,1226.1706948280334,0,1,0,415,0,681,0,417,48662,34.59901147959184,50176,0.0,0.0,79.50454400510205
Boerhavia diffusa (31),3.0,8.828427076339722,0,39,0,1015,0,1801,0,1013,46308,81.99477838010205,50176,0.0,0.0,108.68602519132654
Boerhavia diffusa (32),2631.0,216.71067678928375,0,0,0,54,0,142,0,50,49930,4.39094387755102,50176,0.0,0.0,13.874162946428571
Boerhavia diffusa (33),46.0,31.313708186149597,0,6,0,406,0,1074,0,394,48296,32.845683195153065,50176,0.0,0.0,152.26512675382654
Boerhavia diffusa (34),4062.0,305.62236392498016,0,4,0,106,0,206,0,92,49768,9.62043606505102,50176,0.0,0.0,21.751434948979593
Boerhavia diffusa (35),49729.0,892.0,0,2,0,249,0,1243,0,250,48432,19.993024553571427,50176,0.0,0.0,186.71167490433675
Boerhavia diffusa (36),45.0,31.313708305358887,0,10,0,396,0,1082,0,390,48298,33.06421396683673,50176,0.0,0.0,152.17364875637756
Boerhavia diffusa (37),4062.0,305.62236392498016,0,4,0,106,0,206,0,92,49768,9.62043606505102,50176,0.0,0.0,21.751434948979593
Boerhavia diffusa (38),4062.0,305.62236392498016,0,4,0,106,0,206,0,92,49768,9.62043606505102,50176,0.0,0.0,21.751434948979593
Boerhavia diffusa (39),117.0,84.62741649150848,0,2,0,357,0,592,0,347,48878,28.109155771683675,50176,0.0,0.0,139.01606345663265
Boerhavia diffusa (40),0.0,2.0,2,61,0,951,0,2186,0,1161,45815,75.94198421556122,50176,0.0,0.0,143.1427375637755
Boerhavia diffusa (41),117.5,90.04163014888763,0,10,0,407,0,1572,0,403,47784,35.452806122448976,50176,0.0,0.0,166.75930723852042
Boerhavia diffusa (42),1.5,5.414213538169861,0,28,0,1154,0,2318,0,1259,45417,91.44242267219387,50176,0.0,0.0,107.63402822066327
Boerhavia diffusa (43),13.5,18.242640614509583,0,41,0,1036,0,1997,0,1074,46028,79.78406010841837,50176,0.0,0.0,151.2791972257653
Boerhavia diffusa (44),2.0,6.828427076339722,0,63,0,932,0,2227,0,987,45967,76.22658242984694,50176,0.0,0.0,124.45581552933673
Cannabis sativa  (1),49729.0,892.0,0,17,0,394,0,1455,0,404,47906,30.462173150510203,50176,0.0,0.0,180.05410953443877
Cannabis sativa  (10),35239.0,2062.9991220235825,0,18,0,374,0,1492,0,374,47918,31.646305006377553,50176,0.0,0.0,183.9063496492347
Cannabis sativa  (11),49729.0,892.0,0,7,0,492,0,1698,0,501,47478,39.89965322066327,50176,0.0,0.0,207.6042330994898
Cannabis sativa  (12),23572.0,2120.670256257057,0,9,0,632,0,1353,0,640,47542,53.65184550382653,50176,0.0,0.0,122.53477758290816
Cannabis sativa  (13),1.5,5.414213538169861,0,51,0,1788,0,3090,0,1969,43278,137.62356505102042,50176,0.0,0.0,139.21934789540816
Cannabis sativa  (14),0.0,4.0,1,60,0,1145,0,1805,0,1074,46091,81.43574617346938,50176,0.0,0.0,88.49479830994898
Cannabis sativa  (15),476.0,137.94112491607666,0,24,0,814,0,1497,0,800,47041,66.26056281887755,50176,0.0,0.0,114.94718590561224
Cannabis sativa  (16),0.0,0.0,1,75,0,1473,0,2590,0,1457,44580,113.2650071747449,50176,0.0,0.0,94.54759247448979
Cannabis sativa  (17),444.0,184.3675308227539,0,46,0,902,0,2042,0,1009,46177,70.80397002551021,50176,0.0,0.0,99.6957708864796
Cannabis sativa  (18),5.5,9.41421353816986,0,46,0,1538,0,2749,0,1594,44249,116.11607142857143,50176,0.0,0.0,133.13097895408163
Cannabis sativa  (19),50.0,41.79898953437805,0,32,0,1092,0,1858,0,1136,46058,84.24615353954081,50176,0.0,0.0,123.46988600127551
Cannabis sativa  (2),49729.0,892.0,0,15,0,418,0,1522,0,425,47796,33.658820950255105,50176,0.0,0.0,174.78904257015307
Cannabis sativa  (20),49729.0,892.0,0,7,0,377,0,1525,0,385,47882,32.74404097576531,50176,0.0,0.0,212.4983059630102
Cannabis sativa  (21),49729.0,892.0,0,16,0,482,0,1580,0,487,47611,38.954380580357146,50176,0.0,0.0,200.87551817602042
Cannabis sativa  (22),49729.0,892.0,0,4,0,314,0,1398,0,316,48144,27.11814413265306,50176,0.0,0.0,197.02836017219389
Cannabis sativa  (23),5279.5,628.9188265800476,0,17,0,438,0,1540,0,429,47752,35.72724011479592,50176,0.0,0.0,143.89997209821428
Cannabis sativa  (24),33.5,24.242640614509583,0,54,0,1270,0,2142,0,1352,45358,99.39592633928571,50176,0.0,0.0,116.27361686862245
Cannabis sativa  (25),47.5,37.071067571640015,0,18,0,718,0,1691,0,751,46998,62.662428252551024,50176,0.0,0.0,129.8225247130102
Cannabis sativa  (26),27295.5,2210.0945748090744,0,17,0,441,0,1537,0,433,47748,35.73232222576531,50176,0.0,0.0,143.84406887755102
Cannabis sativa  (27),49729.0,892.0,0,21,0,398,0,1710,0,427,47620,35.37149234693877,50176,0.0,0.0,191.8700175382653
Cannabis sativa  (28),49729.0,892.0,0,16,0,568,0,1666,0,568,47358,41.942661830357146,50176,0.0,0.0,192.40363919005102
Cannabis sativa  (29),49729.0,892.0,0,3,0,324,0,1459,0,324,48066,28.495396205357142,50176,0.0,0.0,203.7469108737245
Cannabis sativa  (3),49283.0,888.0,0,12,0,413,0,1601,0,416,47734,42.044304049744895,50176,0.0,0.0,198.8528380102041
Cannabis sativa  (30),49729.0,892.0,0,11,0,459,0,1504,0,458,47744,35.950852997448976,50176,0.0,0.0,201.44979671556123
Cannabis sativa  (31),49729.0,892.0,0,17,0,360,0,1465,0,366,47968,30.81283880739796,50176,0.0,0.0,196.95721061862244
Cannabis sativa  (32),49729.0,892.0,0,29,0,580,0,1727,0,576,47264,46.93329480229592,50176,0.0,0.0,184.06389508928572
Cannabis sativa  (33),34612.5,2444.520980834961,0,21,0,463,0,1748,0,459,47485,41.74954161352041,50176,0.0,0.0,181.59398915816325
Cannabis sativa  (34),49729.0,892.0,0,13,0,561,0,1680,0,560,47362,44.38207509566327,50176,0.0,0.0,184.9837571747449
Cannabis sativa  (35),4077.5,360.9533175230026,0,17,0,435,0,1616,0,432,47676,36.997767857142854,50176,0.0,0.0,150.0442442602041
Cannabis sativa  (4),49729.0,892.0,0,21,0,417,0,1572,0,418,47748,35.23935746173469,50176,0.0,0.0,174.62641501913265
Cannabis sativa  (5),49729.0,892.0,0,6,0,329,0,1444,0,331,48066,28.25653698979592,50176,0.0,0.0,193.33874760841837
Cannabis sativa  (6),49729.0,892.0,0,7,0,389,0,1531,0,395,47854,33.582589285714285,50176,0.0,0.0,191.5396803252551
Cannabis sativa  (7),49729.0,892.0,0,5,0,417,0,1581,0,427,47746,33.394551179846935,50176,0.0,0.0,219.07963966836735
Cannabis sativa  (8),49729.0,892.0,0,8,0,505,0,1621,0,495,47547,40.32655054209184,50176,0.0,0.0,206.91814811862244
Cannabis sativa  (9),49729.0,892.0,0,14,0,415,0,1586,0,405,47756,35.147879464285715,50176,0.0,0.0,174.38755580357142
Cardiospermum halicacabum (1),20.0,22.485281229019165,1,46,0,813,0,2066,0,1003,46247,62.30159837372449,50176,0.0,0.0,129.4921875
Cardiospermum halicacabum (1),49729.0,892.0,0,20,0,594,0,1652,0,597,47313,44.112723214285715,50176,0.0,0.0,188.48533163265307
Cardiospermum halicacabum (11),21873.5,1035.4873698949814,0,15,0,433,0,1573,0,427,47728,35.10722257653061,50176,0.0,0.0,214.80050223214286
Cardiospermum halicacabum (12),49729.0,892.0,0,13,0,354,0,1499,0,382,47928,29.704938616071427,50176,0.0,0.0,220.5026307397959
Cardiospermum halicacabum (13),0.0,2.0,0,10,0,874,0,1540,0,906,46846,72.31843909438776,50176,0.0,0.0,116.23804209183673
Cardiospermum halicacabum (14),0.0,2.0,1,3,0,39,0,1073,0,29,49031,14.265485491071429,50176,0.0,0.0,118.71811224489795
Cardiospermum halicacabum (15),3269.0,475.65685415267944,1,13,0,237,0,895,0,263,48767,23.804607780612244,50176,0.0,0.0,21.136499521683675
Cardiospermum halicacabum (16),1757.5,325.3797231912613,0,14,0,685,0,1715,0,700,47062,55.95912388392857,50176,0.0,0.0,154.40469547193877
Cardiospermum halicacabum (17),0.0,4.0,0,61,0,1588,0,2816,0,1613,44098,120.55783641581633,50176,0.0,0.0,109.65162627551021
Cardiospermum halicacabum (18),0.0,0.0,0,0,0,0,0,0,0,0,50176,0.0,50176,0.0,0.0,0.0
Cardiospermum halicacabum (19),760.0,171.5979789495468,0,14,0,925,0,1590,0,983,46664,74.32079081632654,50176,0.0,0.0,83.61088966836735
Cardiospermum halicacabum (20),57.0,31.313708186149597,0,33,0,1091,0,2137,0,1129,45786,87.66133211096938,50176,0.0,0.0,124.96402662627551
Cardiospermum halicacabum (21),3.5,9.41421353816986,0,25,0,1024,0,2063,0,1045,46019,89.44515306122449,50176,0.0,0.0,100.93072385204081
Cardiospermum halicacabum (22),0.0,4.0,0,61,0,1588,0,2816,0,1613,44098,120.55783641581633,50176,0.0,0.0,109.65162627551021
Cardiospermum halicacabum (23),1.0,4.0,0,42,0,1245,0,2324,0,1315,45250,97.81538982780613,50176,0.0,0.0,134.13215481505102
Cardiospermum halicacabum (24),0.0,0.0,2,39,0,1350,0,2497,0,1444,44844,104.08163265306122,50176,0.0,0.0,140.2764269770408
Cardiospermum halicacabum (25),11.0,16.82842707633972,0,17,0,882,0,1999,0,988,46290,76.22658242984694,50176,0.0,0.0,157.36248405612244
Cardiospermum halicacabum (26),760.0,171.5979789495468,0,14,0,925,0,1590,0,983,46664,74.32079081632654,50176,0.0,0.0,83.61088966836735
Cardiospermum halicacabum (27),0.0,2.0,0,18,0,617,0,1556,0,585,47400,44.96143574617347,50176,0.0,0.0,202.1257174744898
Cardiospermum halicacabum (28),57.0,31.313708186149597,0,33,0,1091,0,2137,0,1129,45786,87.66133211096938,50176,0.0,0.0,124.96402662627551
Cardiospermum halicacabum (29),49729.0,892.0,0,18,0,484,0,1587,0,489,47598,39.29488201530612,50176,0.0,0.0,165.11778539540816
Cardiospermum halicacabum (30),25529.5,1552.0113147497177,0,12,0,483,0,1112,0,523,48046,41.65806361607143,50176,0.0,0.0,131.04223134566325
Cardiospermum halicacabum (31),42308.0,2051.969684481621,0,25,0,441,0,1546,0,449,47715,35.54428411989796,50176,0.0,0.0,215.5780652104592
Cardiospermum halicacabum (32),8.5,14.242640614509583,0,15,0,405,0,1311,0,413,48032,29.649035395408163,50176,0.0,0.0,227.19577088647958
Cardiospermum halicacabum (33),35125.5,1513.712765097618,0,5,0,210,0,1197,0,202,48562,21.741270727040817,50176,0.0,0.0,182.13269292091837
Cardiospermum halicacabum (34),45540.5,873.4974735975266,0,4,0,218,0,1220,0,220,48514,21.329619738520407,50176,0.0,0.0,212.43223852040816
Cardiospermum halicacabum (35),20.0,22.485281229019165,1,46,0,813,0,2066,0,1003,46247,62.30159837372449,50176,0.0,0.0,129.4921875
Cardiospermum halicacabum (36),0.0,0.0,1,46,0,824,0,2116,0,983,46206,64.9544602997449,50176,0.0,0.0,136.57156808035714
Cardiospermum halicacabum (37),20.0,22.485281229019165,1,46,0,813,0,2066,0,1003,46247,62.30159837372449,50176,0.0,0.0,129.4921875
Cardiospermum halicacabum (38),0.0,0.0,1,46,0,824,0,2116,0,983,46206,64.9544602997449,50176,0.0,0.0,136.57156808035714
Cardiospermum halicacabum (39),20.0,22.485281229019165,1,46,0,813,0,2066,0,1003,46247,62.30159837372449,50176,0.0,0.0,129.4921875
Cardiospermum halicacabum (40),0.0,2.0,1,45,0,886,0,2439,0,1167,45638,74.9153977997449,50176,0.0,0.0,155.4312818877551
Cardiospermum halicacabum (41),3.0,8.0,0,39,0,568,0,1975,0,766,46828,51.27849968112245,50176,0.0,0.0,160.9097975127551
Cardiospermum halicacabum (42),49729.0,892.0,0,14,0,282,0,1493,0,307,48080,26.391402264030614,50176,0.0,0.0,223.5417330994898
Cardiospermum halicacabum (43),0.0,2.0,0,20,0,611,0,1568,0,584,47393,44.976682079081634,50176,0.0,0.0,202.51195790816325
Chakavad  (1),3206.5,478.72792184352875,0,0,0,15,0,482,0,23,49656,6.840521364795919,50176,0.0,0.0,17.45705117984694
Chakavad  (10),50.5,29.899494767189026,0,13,0,744,0,1552,0,777,47090,62.01700015943877,50176,0.0,0.0,133.21229272959184
Chakavad  (11),10.5,37.41421353816986,0,74,0,1293,0,2548,0,1421,44840,100.33611686862245,50176,0.0,0.0,159.7510762117347
Chakavad  (12),50.5,29.899494767189026,0,13,0,744,0,1552,0,777,47090,62.01700015943877,50176,0.0,0.0,133.21229272959184
Chakavad  (13),4.0,8.828427076339722,0,26,0,1057,0,2288,0,1166,45639,83.93106265943878,50176,0.0,0.0,156.23425542091837
Chakavad  (14),202.0,82.76955199241638,1,66,0,1674,0,3131,0,1772,43532,128.5723254145408,50176,0.0,0.0,144.27604830994898
Chakavad  (15),3.0,8.828427076339722,0,35,0,898,0,2130,0,925,46188,80.11947943239795,50176,0.0,0.0,91.48816167091837
Chakavad  (16),10.5,37.41421353816986,0,74,0,1293,0,2548,0,1421,44840,100.33611686862245,50176,0.0,0.0,159.7510762117347
Chakavad  (17),2.5,7.414213538169861,0,85,0,1433,0,3111,0,1728,43819,117.07659040178571,50176,0.0,0.0,162.29213169642858
Chakavad  (18),19.5,27.071067690849304,0,45,0,1168,0,2025,0,1288,45650,90.13123804209184,50176,0.0,0.0,120.10044642857143
Chakavad  (19),3.0,9.656854152679443,0,56,0,1390,0,2921,0,1434,44375,112.91434151785714,50176,0.0,0.0,137.05945073341837
Chakavad  (2),10.5,37.41421353816986,0,74,0,1293,0,2548,0,1421,44840,100.33611686862245,50176,0.0,0.0,159.7510762117347
Chakavad  (20),773.0,196.85281240940094,0,6,0,248,0,585,0,229,49108,21.019610969387756,50176,0.0,0.0,23.25065768494898
